ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
Central Arizona Endoscopy,03C0001303,1750312435,Mesa,AZ,85203,YES,6798,6798,0,0,0,0,0,,01/01/2012,12/31/2012
"Sunrise Ambulatory Surgical Center, LLC",03C0001248,1750352324,Lakeside,AZ,85929,YES,2411,961,438,257,702,53,0,,01/01/2012,12/31/2012
Surgical Specialties of Casa Grande,03C0001258,1750384822,Casa Grande,AZ,85222,YES,524,1,0,81,324,118,0,,01/01/2012,12/31/2012
Arizona Endoscopy Center,03C0001235,1760445928,Phoenix,AZ,85006,YES,7318,7318,0,0,0,0,0,,01/01/2012,12/31/2012
Arizona Ophthalmic Outpatient Surgery Center,03C0001207,1760454557,Phoenix,AZ,85012,YES,3263,0,3131,0,0,132,0,,01/01/2012,12/31/2012
"Mesa AZ Endoscopy ASC, LLC",03C0001278,1770557233,Tempe,AZ,85283,YES,8641,8641,0,0,0,0,0,,01/01/2012,12/31/2012
"Arizona West Endoscopy Center, LLC",03C0001335,1790093813,Phoenix,AZ,85037,YES,6087,6087,0,0,0,0,0,,01/01/2012,12/31/2012
Prescott Urocenter Ambulatory Surgical Center,03C0001083,1790711091,Prescott,AZ,86301,YES,1465,0,0,0,0,0,1465,,01/01/2012,12/31/2012
Jon R. Hillegas Surgery Center,03C0001070,1790759355,Peoria,AZ,85381,YES,3006,2809,190,0,5,2,0,,01/01/2012,12/31/2012
"Northwest Eye Specialists, PLLC",03C0001059,1790822864,Tucson,AZ,85704,YES,2012,0,2005,0,0,7,0,,01/01/2012,12/31/2012
"Surgcenter at Paradise Valley, LLC",03C0001347,1801146535,Scottsdale,AZ,85258,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
"Mesquite Surgery Center, LLC",03C0001328,1811228083,Tucson,AZ,85715,YES,2380,2380,0,0,0,0,0,,01/01/2012,12/31/2012
Desert Sun Surgery Center,03C0001277,1811940398,Tucson,AZ,85701,YES,4157,4157,0,0,0,0,0,,01/01/2012,12/31/2012
Vital Sight,03C0001013,1821124587,Tucson,AZ,85711,YES,1922,0,1921,0,0,1,0,,01/01/2012,12/31/2012
Physicians' Surgery Center,03C0001228,1821166521,Bullhead Cit,AZ,86442,YES,1510,0,1510,0,0,0,0,,01/01/2012,12/31/2012
Southwestern Eye Center,03C0001323,1831354414,Bullhead Cit,AZ,86442,YES,642,0,642,0,0,0,0,,01/01/2012,12/31/2012
"Phoenix Endoscopy, LLC",03C0001266,1851516728,Phoenix,AZ,85004,YES,5184,5184,0,0,0,0,0,,01/01/2012,12/31/2012
Squaw Peak Surgical Facility,03C0001220,1871513705,Phoenix,AZ,85020,YES,1289,0,0,0,1289,0,0,,01/01/2012,12/31/2012
Arizona Digestive Institute,03C0001259,1871570424,Tucson,AZ,85741,YES,12271,12271,0,0,0,0,0,,01/01/2012,12/31/2012
Northern Arizona Surgicenter,03C0001212,1871596114,Flagstaff,AZ,86001,YES,79,1,2,6,25,45,0,,01/01/2012,12/31/2012
Center for Pain Management,03C0001294,1891717195,Tucson,AZ,85712,YES,5753,0,0,5753,0,0,0,,01/01/2012,12/31/2012
Surgery Center of Scottsdale,03C0001247,1902807159,Scottsdale,AZ,85260,YES,2139,861,1,705,553,19,0,,01/01/2012,12/31/2012
Southwestern Eye Center,03C0001047,1902834922,Mesa,AZ,85204,YES,6498,0,6498,0,0,0,0,,01/01/2012,12/31/2012
Southwestern Eye Center,03C0001097,1902840986,Nogales,AZ,85621,YES,322,0,322,0,0,0,0,,01/01/2012,12/31/2012
"Banner Desert Surgery Center, LP",03C0001203,1902841117,Mesa,AZ,85202,YES,3304,92,2004,463,466,120,159,,01/01/2012,12/31/2012
Ambulatory Surgery Center of Tucson,03C0001053,1902958226,Tucson,AZ,85716,YES,1412,0,1360,0,0,52,0,,01/01/2012,12/31/2012
East Valley Surgery Center,03C0001329,1922335801,Tempe,AZ,85282,YES,680,680,0,0,0,0,0,,01/01/2012,12/31/2012
Union Hills Surgery Center,03C0001251,1962447185,Glendale,AZ,85308,YES,3982,191,543,720,1686,770,72,,01/01/2012,12/31/2012
Northwest Tucson Surgery Center,03C0001282,1962456889,Tucson,AZ,85741,YES,3790,548,701,1272,1206,49,14,,01/01/2012,12/31/2012
Yuma AZ Endoscopy ASC,03C0001241,1972578367,Yuma,AZ,85364,YES,7010,7010,0,0,0,0,0,,01/01/2012,12/31/2012
Sun City Endoscopy Center,03C0001080,1972578771,Sun City,AZ,85351,YES,6458,6458,0,0,0,0,0,,01/01/2012,12/31/2012
"Surgery Center of Peoria, LLC",03C0001016,1992706899,Peoria,AZ,85381,YES,4580,3,0,4292,277,8,0,,01/01/2012,12/31/2012
Desert Ridge Outpatient Surgery Center,03C0001305,1992713176,Phoenix,AZ,85050,YES,3801,1241,833,585,885,257,0,,01/01/2012,12/31/2012
Northbay Vacavalley Surgery Center,05C0001831,1003015843,Vacaville,CA,95687,YES,4745,1729,751,999,1201,58,7,,01/01/2012,12/31/2012
Carlsbad Surgery Center,05C0001873,1003017351,Carlsbad,CA,92011,YES,107,61,0,0,42,0,4,,01/01/2012,12/31/2012
Newport Plaza Surgical Center,05C0001672,1003138736,Costa Mesa,CA,92627,YES,1654,81,0,879,429,38,227,,01/01/2012,12/31/2012
Harry B. Matossian Endoscopy Center,05C0001639,1003814229,Ukiah,CA,95482,YES,1953,1953,0,0,0,0,0,,01/01/2012,12/31/2012
Northridge Facial Plastic Surgery Medical Group,05C0001366,1003824434,Northridge,CA,91325,YES,1133,0,0,1105,24,0,4,,01/01/2012,12/31/2012
"Pacific Heights Surgery Center of San Francisco, LP",05C0001661,1003965328,San Francisc,CA,94115,YES,2612,0,0,302,2288,22,0,,01/01/2012,12/31/2012
Gastroenterology Diagnostic Center Med Group,05C0001186,1013048461,Monterey Par,CA,91754,YES,3988,3988,0,0,0,0,0,,01/01/2012,12/31/2012
Renaissance Surgery Center,05C0001702,1013068642,Palm Desert,CA,92260,YES,660,165,0,0,326,158,11,,01/01/2012,12/31/2012
Tracy Surgery Center,05C0001859,1013104389,Tracy,CA,95377,YES,1515,868,95,245,134,56,117,,01/01/2012,12/31/2012
Airport Endoscopy Center,05C0001514,1013980317,Los Angeles,CA,90045,YES,3807,3807,0,0,0,0,0,,01/01/2012,12/31/2012
Thousand Oaks Surgery Center,05C0001921,1023159860,Thousand Oak,CA,91361,YES,5142,1,0,5055,84,2,0,,01/01/2012,12/31/2012
Advanced Multispecialty Surgery Center,05C0002009,1023391141,Beverly Hill,CA,90211,YES,369,0,0,118,251,0,0,,01/01/2012,12/31/2012
La Veta Surgical Center,05C0001178,1033177373,Orange,CA,92868,YES,5445,2862,40,1731,412,54,346,,01/01/2012,12/31/2012
"Westwood Surgery Center, Inc.",05C0001714,1033215223,Los Angeles,CA,90025,YES,169,0,0,0,0,49,120,,01/01/2012,12/31/2012
Empire Surgery Center,05C0001478,1033222989,Bakersfield,CA,93309,YES,1452,0,1344,0,0,108,0,,01/01/2012,12/31/2012
Cosmetic Surgery Center of Santa Monica,05C0001566,1033229323,Santa Monica,CA,90404,YES,244,0,0,0,0,244,0,,01/01/2012,12/31/2012
Temecula Valley Day Surgery,05C0001225,1033282173,Murrieta,CA,92562,YES,4731,1027,1549,864,377,606,308,,01/01/2012,12/31/2012
"Mission Endoscopy Center, Inc.",05C0001885,1033368378,Mission Viej,CA,92691,YES,4306,4306,0,0,0,0,0,,01/01/2012,12/31/2012
Endoscopy Surgery Center of Silicon Valley,05C0001541,1033448782,San Jose,CA,95124,YES,3939,3938,0,0,0,1,0,,01/01/2012,12/31/2012
Surgery Center of Long Beach,05C0001512,1043217615,Long Beach,CA,90806,YES,4374,94,964,2584,607,123,2,,01/01/2012,12/31/2012
Plastic & Reconstructive Surgery Center,55C0001004,1043249972,Pleasanton,CA,94566,YES,51,0,0,0,0,51,0,,01/01/2012,12/31/2012
"Sierra Ambulatory Surgery Center, LLC",05C0001760,1043254063,Grass Valley,CA,95945,YES,1500,0,1132,368,0,0,0,,01/01/2012,12/31/2012
"Premiere Surgery Center, Inc.",05C0001138,1043268840,Escondido,CA,92026,YES,1743,0,1743,0,0,0,0,,01/01/2012,12/31/2012
Lakewood Eye Physicians & Surgeons,55C0001044,1043473390,Lakewood,CA,90805,YES,3203,0,3123,0,0,80,0,,01/01/2012,12/31/2012
"Los Alamitos Surgery Center, LP",05C0001615,1053328781,Los Alamitos,CA,90720,YES,1210,220,0,417,533,38,2,,01/01/2012,12/31/2012
Endoscopy Center of The South Bay,05C0001211,1053391169,Torrance,CA,90505,YES,9342,9342,0,0,0,0,0,,01/01/2012,12/31/2012
Hemet Endoscopy Center,05C0001244,1053412189,Hemet,CA,92543,YES,2733,2733,0,0,0,0,0,,01/01/2012,12/31/2012
El Mirador Surgical Center,05C0001321,1053416818,Palm Springs,CA,92262,YES,3473,4,2125,757,491,29,67,,01/01/2012,12/31/2012
East Bay Endoscopy Center,05C0001641,1053496240,Oakland,CA,94612,YES,8423,8423,0,0,0,0,0,,01/01/2012,12/31/2012
San Antonio Ambulatory Surgical Center Inc.,05C0001489,1063422962,Upland,CA,91786,YES,8902,3735,0,966,3161,276,764,,01/01/2012,12/31/2012
Campus Surgery Center,05C0001189,1063427557,Daly City,CA,94015,YES,3305,32,661,1175,1426,11,0,,01/01/2012,12/31/2012
Templeton Surgery Center,05C0001785,1063453561,Templeton,CA,93465,YES,980,57,310,65,491,38,19,,01/01/2012,12/31/2012
Advanced Surgery Institute,05C0001918,1063646594,Santa Rosa,CA,95404,YES,702,74,0,592,18,18,0,,01/01/2012,12/31/2012
Eye Life Institute Ambulatory Surgical Center,05C0001855,1073536215,Paradise,CA,95969,YES,410,0,410,0,0,0,0,,01/01/2012,12/31/2012
San Luis Obispo Surgery Center,55C0001057,1073578126,San Luis Obi,CA,93401,YES,1525,28,1356,18,88,35,0,,01/01/2012,12/31/2012
"The Escondido CA Endoscopy ASC, LP",05C0001503,1073588646,Escondido,CA,92026,YES,6242,6242,0,0,0,0,0,,01/01/2012,12/31/2012
North Bay Eye Associates,05C0001068,1073620415,Santa Rosa,CA,95401,YES,889,0,868,0,0,21,0,,01/01/2012,12/31/2012
Pacific Surgery Center,05C0001668,1073693123,Ventura,CA,93003,YES,1141,2,543,0,479,0,117,,01/01/2012,12/31/2012
Advanced Eye Surgery Center,05C0001832,1073713004,Chico,CA,95926,YES,3290,0,2994,0,0,296,0,,01/01/2012,12/31/2012
Glenwood Surgical Center LP,05C0001082,1083670970,Riverside,CA,92503,YES,6831,3104,526,2268,897,22,14,,01/01/2012,12/31/2012
Central Coast Facial Surgery Center,05C0001562,1083671358,Templeton,CA,93465,YES,20,0,4,0,0,16,0,,01/01/2012,12/31/2012
Pain Care Medical Group,05C0001429,1083691331,Irvine,CA,92618,YES,1796,0,0,1784,12,0,0,,01/01/2012,12/31/2012
Kings Eye Center Medical Group,05C0001298,1083694319,Hanford,CA,93230,YES,1132,0,915,0,0,217,0,,01/01/2012,12/31/2012
"Natraj Surgery Center, Inc.",05C0001771,1083711568,Porterville,CA,93257,NO,107,104,0,0,1,2,0,,01/01/2012,12/31/2012
Westside Multispecialty Surgery Center,05C0001853,1083776108,Los Angeles,CA,90024,YES,17,3,0,0,14,0,0,,01/01/2012,12/31/2012
Mount Sinai Surgery Center,05C0001472,1083937239,Tarzana,CA,91367,YES,297,257,0,0,40,0,0,,01/01/2012,12/31/2012
"Observatory Surgery Center, LLC",05C0001990,1083944375,Ukiah,CA,95482,YES,151,139,0,0,12,0,0,,01/01/2012,12/31/2012
Madera Surgery Center,05C0001797,1093758898,Madera,CA,93637,YES,623,355,233,4,31,0,0,,01/01/2012,12/31/2012
Lodi Outpatient Surgical Center,05C0001056,1093771073,Lodi,CA,95242,YES,1316,0,773,34,447,35,27,,01/01/2012,12/31/2012
Surgical Eye Care Center,05C0001040,1093847311,Carlsbad,CA,92008,YES,973,0,973,0,0,0,0,,01/01/2012,12/31/2012
"Rancho Mirage Pain Center, Inc.",05C0001795,1093885675,Rancho Mirag,CA,92270,YES,1795,0,0,1593,202,0,0,,01/01/2012,12/31/2012
Pacific Endoscopy & Surgery Center LLC,05C0001803,1104006006,Fountain Val,CA,92708,YES,1765,1765,0,0,0,0,0,,01/01/2012,12/31/2012
Surgicenter of Palo Alto,05C0001092,1104067115,Palo Alto,CA,94301,YES,7860,6406,839,66,500,30,19,,01/01/2012,12/31/2012
"Congress Medical Surgery Center, LLC",05C0001892,1104087089,Pasadena,CA,91105,YES,9565,0,0,5598,3871,96,0,,01/01/2012,12/31/2012
Agmg Endoscopy Center,05C0001510,1104822808,Anaheim,CA,92801,YES,4821,4821,0,0,0,0,0,,01/01/2012,12/31/2012
"Monterey Peninsula Surgery Center, LLC",05C0001028,1104850312,Monterey,CA,93940,YES,1587,157,779,294,174,16,167,,01/01/2012,12/31/2012
Tehachapi Surgery Center,05C0001466,1104969179,Tehachapi,CA,93561,YES,1250,456,0,0,539,0,255,,01/01/2012,12/31/2012
Azusa Surgery Center,05C0001792,1114043858,Azusa,CA,91702,YES,2866,0,747,0,2119,0,0,,01/01/2012,12/31/2012
Rodeo Dr Plastic,05C0001629,1114078342,Beverly Hill,CA,90210,YES,3,0,0,2,1,0,0,,01/01/2012,12/31/2012
Memorial Care Surgery Center at Orange Coast,05C0001923,1114168309,Fountain Val,CA,92708,YES,7377,5879,297,698,422,80,1,,01/01/2012,12/31/2012
Capitol City Surgery Center,05C0001635,1114921541,Sacramento,CA,95815,YES,2445,0,2445,0,0,0,0,,01/01/2012,12/31/2012
Redding Endoscopy Center,05C0001368,1114922192,Redding,CA,96001,YES,7084,7084,0,0,0,0,0,,01/01/2012,12/31/2012
San Francisco Endoscopy Center,05C0001627,1124031406,San Francisc,CA,94118,YES,9646,9646,0,0,0,0,0,,01/01/2012,12/31/2012
Hope Square Surgical Center LLC,05C0001364,1144225608,Rancho Mirag,CA,92270,YES,7350,5218,1988,0,22,122,0,,01/01/2012,12/31/2012
Channel Islands Surgicenter,05C0001229,1144287665,Oxnard,CA,93030,YES,7448,4464,1360,1456,122,46,0,,01/01/2012,12/31/2012
"Third St Surgery, LP",05C0001330,1144370594,Los Angeles,CA,90013,YES,3901,1412,2418,0,71,0,0,,01/01/2012,12/31/2012
Starpoint Surgery Center,05C0001395,1144390725,Studio City,CA,91607,YES,1561,461,1,740,359,0,0,,01/01/2012,12/31/2012
"California Skin Surgery Center, Inc.",05C0001878,1144497264,Roseville,CA,95661,YES,1090,0,0,0,0,1090,0,,01/01/2012,12/31/2012
Moy-Fincher-Chipps Surgery Center,05C0001961,1144552647,Beverly Hill,CA,90210,YES,478,0,0,0,0,478,0,,01/01/2012,12/31/2012
"Health Care Partners Ambulatory Surgery Center, Lb,",05C0001198,1144590332,Long Beach,CA,90806,YES,1859,535,503,618,182,19,2,,01/01/2012,12/31/2012
Los Palos Ambulatory Endoscopy Center,05C0001397,1154328243,Salinas,CA,93901,YES,11753,11753,0,0,0,0,0,,01/01/2012,12/31/2012
"Cabrillo Surgery Center, Inc.",05C0001949,1154554160,San Diego,CA,92123,YES,487,0,0,0,0,487,0,,01/01/2012,12/31/2012
"Rancho Mirage Surgery Center, LLC",05C0001874,1154593481,Rancho Mirag,CA,92270,YES,1351,66,0,655,508,30,92,,01/01/2012,12/31/2012
Chico Surgery Center,05C0001453,1164421004,Chico,CA,95926,YES,2034,3,0,1784,236,9,2,,01/01/2012,12/31/2012
Fort Sutter Surgery Center,55C0001059,1164484572,Sacramento,CA,95816,YES,19978,7066,429,10802,1139,365,177,,01/01/2012,12/31/2012
"Mission Hills Surgicenter, Inc.",05C0001767,1164534400,Mission Viej,CA,92691,YES,3149,0,0,0,3149,0,0,,01/01/2012,12/31/2012
Specialty Surgical Center,05C0001421,1174538748,Beverly Hill,CA,90210,YES,6573,0,6573,0,0,0,0,,01/01/2012,12/31/2012
Procedure Center of South Sacramento,05C0001604,1174597819,Sacramento,CA,95823,YES,2958,2958,0,0,0,0,0,,01/01/2012,12/31/2012
"Digestive Health Center of Thousand Oaks, LLC",05C0001862,1174715445,Thousand Oak,CA,91360,YES,1651,1651,0,0,0,0,0,,01/01/2012,12/31/2012
San Ramon Endoscopy Center,05C0001578,1184635955,San Ramon,CA,94583,YES,1000,1000,0,0,0,0,0,,01/01/2012,12/31/2012
Marin Cosmetic Surgery Center,05C0001563,1184651457,Novato,CA,94945,YES,69,0,0,69,0,0,0,,01/01/2012,12/31/2012
Templeton Endoscopy Center,05C0001662,1184699241,Templeton,CA,93465,YES,3715,3715,0,0,0,0,0,,01/01/2012,12/31/2012
"Shadelands Advanced Endoscopy Institute, Inc.",05C0001815,1184798837,Walnut Creek,CA,94598,YES,1624,1624,0,0,0,0,0,,01/01/2012,12/31/2012
Specialty Care and Surgery Center,05C0001834,1184844607,Kelseyville,CA,95451,YES,4,0,0,0,0,4,0,,01/01/2012,12/31/2012
"Grass Valley Outpatient Surgery Center, LP",05C0001757,1184937468,Grass Valley,CA,95945,YES,1706,82,0,1166,336,10,112,,01/01/2012,12/31/2012
Endoscopy Center of Marin,05C0001438,1194718056,Greenbrae,CA,94904,YES,5828,5828,0,0,0,0,0,,01/01/2012,12/31/2012
Urology Associates of Central California,05C0001435,1194720730,Fresno,CA,93720,YES,1286,0,0,0,0,0,1286,,01/01/2012,12/31/2012
Orange County Eye Surgical Center - A Medical Group,05C0001061,1194803320,Garden Grove,CA,92843,YES,3466,0,3466,0,0,0,0,,01/01/2012,12/31/2012
Laservue Eye Center,05C0001962,1194913103,Santa Rosa,CA,95403,YES,368,0,368,0,0,0,0,,01/01/2012,12/31/2012
Beverly Hills Regional Surgery Center,05C0001060,1194959809,Los Angeles,CA,90035,YES,71,27,0,25,14,0,5,,01/01/2012,12/31/2012
First St Surgery Center Inc.,05C0001922,1194966051,Santa Ana,CA,92705,YES,549,0,0,547,2,0,0,,01/01/2012,12/31/2012
"North County Associates, LLC",05C0001165,1205009040,Templeton,CA,93465,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Talbert Surgical Associates,05C0001860,1205076593,Huntington B,CA,92647,YES,6389,4490,1059,358,467,9,6,,01/01/2012,12/31/2012
Advanced Endoscopy and Pain Center,05C0001730,1205195716,Lancaster,CA,93534,YES,26748,10574,0,16164,10,0,0,,01/01/2012,12/31/2012
Euclid Endoscopy Center,05C0001794,1205853041,San Diego,CA,92114,YES,2375,2375,0,0,0,0,0,,01/01/2012,12/31/2012
Davis Surgery Center,05C0001626,1205894466,Davis,CA,95618,YES,954,0,434,221,262,37,0,,01/01/2012,12/31/2012
"Interventional Pain Center, Merced",05C0001726,1205911716,Merced,CA,95340,YES,2143,0,0,2143,0,0,0,,01/01/2012,12/31/2012
Santa Rosa Ambulatory Surgical Center,05C0001652,1215002852,Santa Rosa,CA,95404,YES,500,0,0,0,500,0,0,,01/01/2012,12/31/2012
"Four Seasons Surgery Centers of Ontario, LP",05C0001704,1215019625,Ontario,CA,91762,YES,17750,3994,789,11834,1106,24,3,,01/01/2012,12/31/2012
Specialty Surgery Center at Fountain Valley Regional,05C0001867,1215111869,Fountain Val,CA,92708,YES,555,14,0,161,371,3,6,,01/01/2012,12/31/2012
Valley Digestive Health Center,05C0001634,1215126438,Arcadia,CA,91006,YES,5595,5595,0,0,0,0,0,,01/01/2012,12/31/2012
Doctors Outpatient Center for Surgery,05C0001363,1215263355,Beverly Hill,CA,90212,YES,857,0,0,857,0,0,0,,01/01/2012,12/31/2012
"Marin Health Ventures, Inc.",05C0001524,1215930078,Greenbrae,CA,94904,YES,5433,288,0,2955,1513,166,511,,01/01/2012,12/31/2012
Glendale Ophthalmology,05C0001131,1225001423,Glendale,CA,91203,YES,7472,0,7079,0,0,393,0,,01/01/2012,12/31/2012
Procedure Center of Irvine,05C0001700,1225058068,Irvine,CA,92618,YES,148,147,0,0,0,0,1,,01/01/2012,12/31/2012
"Eye Surgery Center of Beverly Hills, LLC",05C0001802,1225179898,Beverly Hill,CA,90211,YES,437,0,437,0,0,0,0,,01/01/2012,12/31/2012
The Surgery Center of Riverside,05C0001097,1225184153,Riverside,CA,92503,YES,77,0,77,0,0,0,0,,01/01/2012,12/31/2012
Los Angeles Endoscopy Center,05C0001405,1225188808,Los Angeles,CA,90020,YES,1250,1250,0,0,0,0,0,,01/01/2012,12/31/2012
"Main St Specialty Surgery Center, LLC",05C0001579,1225275688,Orange,CA,92868,YES,12525,1685,0,4555,5843,440,2,,01/01/2012,12/31/2012
Crown Valley Outpatient Surgical Center,05C0001995,1225308257,Mission Viej,CA,92692,YES,525,10,0,306,183,24,2,,01/01/2012,12/31/2012
Valley Surgery Center,05C0001659,1235106782,Modesto,CA,95355,YES,2035,0,209,1385,412,29,0,,01/01/2012,12/31/2012
Cypress Ambulatory Surgery Center,05C0001521,1235132481,San Luis Obi,CA,93403,YES,3864,0,0,3739,125,0,0,,01/01/2012,12/31/2012
Montpelier Surgery Center,05C0001530,1235155730,San Jose,CA,95116,YES,4614,4614,0,0,0,0,0,,01/01/2012,12/31/2012
Noble Surgery Center,05C0001606,1235187972,Visalia,CA,93277,YES,1594,0,1594,0,0,0,0,,01/01/2012,12/31/2012
North Coast Surgery Center,55C0001023,1235195033,Oceanside,CA,92056,YES,4770,200,1576,1407,996,177,414,,01/01/2012,12/31/2012
Scripps Clinic,05C0001719,1245216928,San Diego,CA,92130,YES,3908,4,2098,297,1409,100,0,,01/01/2012,12/31/2012
Ambulatory Surgery Center of Stockton,05C0001508,1245285857,Stockton,CA,95204,YES,5502,0,0,4612,888,2,0,,01/01/2012,12/31/2012
The Surgery Center of Alta Bates Summit Medical Cent,55C0001028,1245327493,Oakland,CA,94609,YES,5093,125,127,1784,2585,188,284,,01/01/2012,12/31/2012
St. Vincent Eye Surgery Center,55C0001075,1245367051,Los Angeles,CA,90057,YES,2525,0,2455,0,0,70,0,,01/01/2012,12/31/2012
Newport Bay Surgery Center,05C0001826,1245372531,Newport Beac,CA,92663,YES,4067,0,4067,0,0,0,0,,01/01/2012,12/31/2012
"Memorial Care Surgical Center at Saddleback, LLC",05C0001616,1245575919,Laguna Woods,CA,92637,YES,3641,1948,12,802,795,84,0,,01/01/2012,12/31/2012
Greater Sacramento Surgery Center,05C0001033,1255309803,Sacramento,CA,95821,YES,3059,1262,95,1537,110,1,54,,01/01/2012,12/31/2012
"Mazzocco Ambulatory Surgery Center, Inc.",05C0001014,1255314662,Van Nuys,CA,91405,YES,1009,0,1009,0,0,0,0,,01/01/2012,12/31/2012
Oasis Surgery Center,05C0001840,1255429700,Palmdale,CA,93551,YES,2685,0,609,1451,625,0,0,,01/01/2012,12/31/2012
Pasadena Surgery Center,05C0001525,1255436028,Pasadena,CA,91105,YES,2265,0,0,0,2265,0,0,,01/01/2012,12/31/2012
"Plastic, Reconstructive and Hand Surgery Center",05C0001898,1255459020,Arroyo Grand,CA,93420,YES,29,0,0,5,2,22,0,,01/01/2012,12/31/2012
Lynn Eye Surgicenter,55C0001003,1255472841,Thousand Oak,CA,91360,YES,2123,0,1949,0,0,174,0,,01/01/2012,12/31/2012
Skin Cancer and Reconstructive Surgery Center,05C0001905,1265676993,Newport Beac,CA,92660,YES,407,0,0,0,5,402,0,,01/01/2012,12/31/2012
"Coast Surgery Center, LP",05C0001447,1275532889,Torrance,CA,90505,YES,8188,0,0,6101,2080,7,0,,01/01/2012,12/31/2012
Digestive Diagnostic Center,05C0001676,1275548158,Daly City,CA,94015,YES,2141,2141,0,0,0,0,0,,01/01/2012,12/31/2012
Vantage Surgery Center,05C0001543,1275594012,Salinas,CA,93901,YES,2677,0,2452,0,0,225,0,,01/01/2012,12/31/2012
Alliance Surgical Center,05C0001839,1275638413,Fullerton,CA,92835,YES,1227,0,0,1120,107,0,0,,01/01/2012,12/31/2012
Salinas Surgery Center,05C0001262,1275892481,Salinas,CA,93901,YES,1124,21,0,703,287,48,65,,01/01/2012,12/31/2012
Newport Beach Center for Surgery,05C0001631,1285664466,Newport Beac,CA,92660,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
River City Surgery Center,05C0001001,1285696500,Sacramento,CA,95821,YES,3413,1065,617,712,169,408,442,,01/01/2012,12/31/2012
Monterey Peninsula Surgery Center - Munras Ave,05C0001511,1285872945,Monterey,CA,93940,YES,2126,0,113,1893,58,17,45,,01/01/2012,12/31/2012
90210 Surgery Medical Center,05C0001031,1295769131,Beverly Hill,CA,90210,YES,879,0,825,0,51,0,3,,01/01/2012,12/31/2012
"Abj Surgery Center, Inc.",05C0001483,1295824118,San Mateo,CA,94401,YES,101,0,0,42,57,2,0,,01/01/2012,12/31/2012
Summit Ventures of Santa Barbara,05C0001506,1295883973,Santa Barbar,CA,93105,YES,2845,227,0,143,2379,95,1,,01/01/2012,12/31/2012
Folsom Sienna Endoscopy Center,05C0001548,1295897585,Folsom,CA,95630,YES,6066,6066,0,0,0,0,0,,01/01/2012,12/31/2012
Pasadena Plastic Surgery Center,05C0001915,1295978401,Pasadena,CA,91107,YES,957,0,0,513,0,444,0,,01/01/2012,12/31/2012
"Specialty Surgical Center of Irvine, LP",05C0001671,1306851902,Irvine,CA,92618,YES,4614,1724,312,1770,801,7,0,,01/01/2012,12/31/2012
"Auburn Surgical Center, LP",05C0001200,1306881164,Auburn,CA,95603,YES,2862,576,1063,488,689,10,36,,01/01/2012,12/31/2012
San Ramon Surgery Center,05C0001699,1306882956,San Ramon,CA,94583,YES,1739,2,2,1263,412,15,45,,01/01/2012,12/31/2012
University Surgery Center,05C0001571,1306905815,Merced,CA,95340,YES,2720,996,837,105,621,39,122,,01/01/2012,12/31/2012
Las Ventanas Surgery Center,05C0001650,1306952908,Salinas,CA,93906,YES,431,1,311,27,46,46,0,,01/01/2012,12/31/2012
"Pacific Hills Surgery Center, LLC",05C0001009,1306993464,Laguna Hills,CA,92653,YES,5023,0,4229,240,122,432,0,,01/01/2012,12/31/2012
"West Wilshire Medical Surgical Center, Inc.",05C0001570,1316082365,Los Angeles,CA,90025,YES,83,0,83,0,0,0,0,,01/01/2012,12/31/2012
